id_ies,nome_ies,organizacao_academica,sistema_de_ensino,categoria_administrativa,situacao_da_ies,UF_PROCESSO,UF_CADASTRO,municipio_processo,municipio_cadastro,uf,PUBLICA_PRIVADA,AMBITO_ADMINISTRATIVO
22807,FACULDADE DE EXCELENCIA DO NORDESTE - FEX,FACULDADE,FEDERAL,,,CE,,Fortaleza,,CE,PRIVADA,FEDERAL
22808,FAM - FACULDADE DE SANTA BARBARA D´OESTE - FAM,FACULDADE,FEDERAL,,,SP,,Santa Bárbara d´Oeste,,SP,PRIVADA,FEDERAL
22809,FACULDADE FAMEP - UNIDADE PICOS - FAMEP-PICOS/PI,FACULDADE,FEDERAL,,,PI,,Picos,,PI,PRIVADA,FEDERAL
22810,FACULDADE SAO LUCAS - MAUA - FSL-MAUA,FACULDADE,FEDERAL,,,SP,,Mauá,,SP,PRIVADA,FEDERAL
22811,COMPLEXO DE ENSINO SUPERIOR DE PALMAS - CESUP,FACULDADE,FEDERAL,,ATIVA,TO,TO,Palmas,Palmas,TO,PRIVADA,FEDERAL
22813,FG SANTA MARIA DA VITORIA - SAMAVI,FACULDADE,FEDERAL,,,BA,,Santa Maria da Vitória,,BA,PRIVADA,FEDERAL
22814,FACULDADE AUDEN EDUCACIONAL - FAED,FACULDADE,FEDERAL,,ATIVA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
22815,FACULDADE MASTER DO PARA - FAMAP MARABA - FAMAP,FACULDADE,FEDERAL,,,PA,,Marabá,,PA,PRIVADA,FEDERAL
22816,CENTRO DE INOVACAO E TECNOLOGIA - CIT,FACULDADE,FEDERAL,,,MG,,Belo Horizonte,,MG,PRIVADA,FEDERAL
22817,FG CHAPADA DIAMANTINA -,FACULDADE,FEDERAL,,,BA,,Seabra,,BA,PRIVADA,FEDERAL
2282,FACULDADE DE CAFELANDIA - FAC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,PR,PR,Cafelândia,Cafelândia,PR,PRIVADA,FEDERAL
22838,FACULDADE DIAS D'AVILA - FACDAVILA,FACULDADE,FEDERAL,,,BA,,Dias d´Ávila,,BA,PRIVADA,FEDERAL
22839,ACADEMIA BRASILEIRA DE FORMACAO E PESQUISA. - ABFP,FACULDADE,FEDERAL,,,DF,,Brasília,,DF,PRIVADA,FEDERAL
22840,FACULDADE PATER -,FACULDADE,FEDERAL,,,MG,,Uberlândia,,MG,PRIVADA,FEDERAL
22861,FACULDADE PORTINARI - FP,FACULDADE,FEDERAL,,,SP,,Bauru,,SP,PRIVADA,FEDERAL
22862,FACULDADE SAO PAULO MASTER EDUCATION - FSPME,FACULDADE,FEDERAL,,ATIVA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
22864,FACULDADE DE TECNOLOGIA PANAMERICANO - FATECPAN,FACULDADE,FEDERAL,,,MT,,Cuiabá,,MT,PRIVADA,FEDERAL
22865,"FACULDADE DE SAUDE, MARKETING E ADMINISTRACAO -",FACULDADE,FEDERAL,,,SP,,Campinas,,SP,PRIVADA,FEDERAL
22866,FACULDADE ASSOCIADA BRASIL - EAD -,FACULDADE,FEDERAL,,ATIVA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
22867,FACULDADE EXPONENCIAL DE DIREITO -,FACULDADE,FEDERAL,,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
2287,ESCOLA SUPERIOR DE TEOLOGIA E ESPIRITUALIDADE FRANCISCANA - ESTEF,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,RS,RS,Porto Alegre,Porto Alegre,RS,PRIVADA,FEDERAL
22870,INSTITUTO DE EDUCACAO A DISTANCIA ANASPS - IA - INSTITUTO IA,FACULDADE,FEDERAL,,,DF,,Brasília,,DF,PRIVADA,FEDERAL
22871,FACULDADE PROSPERE DO BRASIL - FPB,FACULDADE,FEDERAL,,,RN,,Natal,,RN,PRIVADA,FEDERAL
22872,FACULDADE UNIABA - FAC UNIABA,FACULDADE,FEDERAL,,ATIVA,DF,DF,Brasília,Brasília,DF,PRIVADA,FEDERAL
22873,CENTRO EDUCACIONAL ATLAS DE CAMPINAS - CEAC,FACULDADE,FEDERAL,,,SP,,Campinas,,SP,PRIVADA,FEDERAL
22876,FACULDADE SANTO ANTONIO EAD - FSA-EAD,FACULDADE,FEDERAL,,,BA,,Alagoinhas,,BA,PRIVADA,FEDERAL
2288,FACULDADE ALMEIDA RODRIGUES - FAR,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,GO,GO,Rio Verde,Rio Verde,GO,PRIVADA,FEDERAL
22882,FACULDADE INPG - INPG,FACULDADE,FEDERAL,,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
2289,FACULDADE UNIAO CULTURAL DO ESTADO DE SAO PAULO - UCESP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Araçatuba,Araçatuba,SP,PRIVADA,FEDERAL
22906,FACULDADE ORIENTAL DAS AMERICAS - FAC ORIENTAL,FACULDADE,FEDERAL,,,PB,,João Pessoa,,PB,PRIVADA,FEDERAL
22907,FACULDADE DE CIENCIAS E TECNOLOGIA DE MARINGA - FACT,FACULDADE,FEDERAL,,,PR,,Maringá,,PR,PRIVADA,FEDERAL
22909,FACULDADE PHILUM UNIPH -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,CE,,Banabuiú,,CE,PRIVADA,FEDERAL
22910,FACULDADE AMANAJE - FAMA,FACULDADE,FEDERAL,,,MA,,Santa Inês,,MA,PRIVADA,FEDERAL
22911,FACULDADE  DO SERTAO CENTRAL  EAD - FASEC EAD,FACULDADE,FEDERAL,,ATIVA,CE,CE,Milhã,Milhã,CE,PRIVADA,FEDERAL
22913,FACULDADE ESCOLA DE NEGOCIOS FUCAPE - FUCAPE FBS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,ES,ES,Vitória,Vitória,ES,PRIVADA,FEDERAL
22914,INSTITUTO MINERVA - IM,FACULDADE,FEDERAL,,,CE,,Fortaleza,,CE,PRIVADA,FEDERAL
22917,FACULDADE DE CIENCIAS MEDICAS DE MARICA -,FACULDADE,FEDERAL,,ATIVA,RJ,RJ,Maricá,Maricá,RJ,PRIVADA,FEDERAL
2293,"FACULDADE DE CIENCIAS HUMANAS, BIOLOGICAS E DA SAUDE - FCHBS",FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RR,,Alto Alegre,,RR,PRIVADA,FEDERAL
22931,FACULDADE SION DE SAO PAULO - FASI-SP,FACULDADE,FEDERAL,,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
22932,FACULDADE UNIFAMEC - FAMEC,FACULDADE,FEDERAL,,ATIVA,CE,CE,Crato,Crato,CE,PRIVADA,FEDERAL
22934,FACULDADE PRINCESA DO NORTE - FAP,FACULDADE,FEDERAL,,,CE,,Sobral,,CE,PRIVADA,FEDERAL
22935,FACULDADE AMERICA -,FACULDADE,FEDERAL,,,BA,,Cipó,,BA,PRIVADA,FEDERAL
22936,INSTITUTO PREVENT SENIOR - IPS,FACULDADE,FEDERAL,,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
22939,FACULDADE DE TECNOLOGIA DE ARARAQUARA - FATEC ARQ,FACULDADE,ESTADUAL,PÚBLICA ESTADUAL,ATIVA,SP,SP,Araraquara,Araraquara,SP,PÚBLICA,ESTADUAL
22945,VILAS BOAS EDUCACIONAL - VBE,FACULDADE,FEDERAL,,,MT,,Nova Mutum,,MT,PRIVADA,FEDERAL
22946,FACULDADE DE CIENCIAS JURIDICAS DE SANTA MARIA - UNISM,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,RS,RS,Santa Maria,Santa Maria,RS,PRIVADA,FEDERAL
22949,FACULDADE DE TECNOLOGIA E CIENCIAS FORENSES - FTCF,FACULDADE,FEDERAL,,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
22950,FACULDADE DO ESTADO DO RIO DE JANEIRO - FAERJ,FACULDADE,FEDERAL,,EXTINTA,RJ,RJ,Campos dos Goytacazes,Campos dos Goytacazes,RJ,PRIVADA,FEDERAL
22952,JOAO LUIS VILAS BOAS SOARES - JL,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MT,,Nova Mutum,,MT,PRIVADA,FEDERAL
22953,FACULDADE SERTA -,FACULDADE,FEDERAL,,,PE,,Glória do Goitá,,PE,PRIVADA,FEDERAL
22966,FACULDADE INSTITUTO BRASILEIRO DE ENSINO - FACIBE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,MG,MG,Belo Horizonte,Belo Horizonte,MG,PRIVADA,FEDERAL
2297,FACULDADE DE DIREITO DE SANTA MARIA - FADISMA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,RS,RS,Santa Maria,Santa Maria,RS,PRIVADA,FEDERAL
22974,FACULDADE CNEC MARICA -,FACULDADE,FEDERAL,,,RJ,,Maricá,,RJ,PRIVADA,FEDERAL
22975,UNICORP FACULDADES - UNICORP,FACULDADE,FEDERAL,,ATIVA,PB,PB,João Pessoa,João Pessoa,PB,PRIVADA,FEDERAL
22976,UNIAO DE ENSINO ATLAS - UNIATLAS,FACULDADE,FEDERAL,,,SP,,Valinhos,,SP,PRIVADA,FEDERAL
22979,FACULDADE AXIOMAS BRASIL -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,DF,,Brasília,,DF,PRIVADA,FEDERAL
22980,FACULDADE CIDADE DE GOIANIA - FACGIN,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Goiânia,,GO,PRIVADA,FEDERAL
22981,INSTITUTO DE ENSINO E PESQUISA EM SAUDE E EDUCACAO - IEPSE,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,DF,,Brasília,,DF,PRIVADA,FEDERAL
22982,SP BUSINESS SCHOOL - SPBS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
22983,FACULDADE REALIZA DE ENSINO SUPERIOR - FACREALIZA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,BA,,Salvador,,BA,PRIVADA,FEDERAL
22984,INSTITUTO DE ENSINO E PESQUISA UDI IEP - UDI IEP,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MA,,São Luís,,MA,PRIVADA,FEDERAL
22985,FACULDADE TRILOGICA NOSSA SENHORA DE TODOS OS POVOS - FATRI EAD,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
22987,FACULDADE MARAJOARA - FAMAR,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PA,,Portel,,PA,PRIVADA,FEDERAL
22988,FACULDADE VANDA VENTURA DE CIENCIAS - FVV,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,PE,,Recife,,PE,PRIVADA,FEDERAL
22989,FACULDADE METROCAMP DE RIO VERDE - METRO RIO VERDE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Rio Verde,,GO,PRIVADA,FEDERAL
22990,FACULDADE DO GRAO PARA - FGP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PA,,Cametá,,PA,PRIVADA,FEDERAL
22991,FACULDADE DE ENGENHARIA UNOPAR DE SAO JOSE DOS PINHAIS -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,São José dos Pinhais,,PR,PRIVADA,FEDERAL
22992,FACULDADE SENAI DE CONSTRUCAO -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,MS,MS,Campo Grande,Campo Grande,MS,PRIVADA,FEDERAL
22993,ESCOLA JUDICIAL DO ESTADO DE PERNAMBUCO - ESMAPE,ESCOLA DE GOVERNO,FEDERAL,PÚBLICA ESTADUAL,,PE,,Recife,,PE,PÚBLICA,FEDERAL
22994,FACULDADE DOMINUS - FADAM,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,CE,,Viçosa do Ceará,,CE,PRIVADA,FEDERAL
22995,FACULDADE DO COMPLEXO INDUSTRIAL DE BARCARENA - FACIB,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PA,,Barcarena,,PA,PRIVADA,FEDERAL
22996,FACULDADE DE TECNOLOGIA E CIENCIAS - FTC PARNAMIRIM - FTC PARNAMIRIM,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,RN,RN,Parnamirim,Parnamirim,RN,PRIVADA,FEDERAL
22998,FACULDADE DE TECNOLOGIA E CIENCIAS - FTC PAULISTA - FTC PAULISTA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PE,,Paulista,,PE,PRIVADA,FEDERAL
22999,FACULDADE DE TECNOLOGIA E CIENCIAS - FTC ITAPIPOCA - FTC ITAPIPOCA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,CE,CE,Itapipoca,Itapipoca,CE,PRIVADA,FEDERAL
23,UNIVERSIDADE FEEVALE - FEEVALE,UNIVERSIDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,RS,RS,Novo Hamburgo,Novo Hamburgo,RS,PRIVADA,FEDERAL
23000,FACULDADE DE TECNOLOGIA E CIENCIAS - FTC CAUCAIA - FTC CAUCAIA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,CE,CE,Caucaia,Caucaia,CE,PRIVADA,FEDERAL
23002,FACULDADE DE TECNOLOGIA E CIENCIAS - FTC N. SRA. DO SOCORRO - FTC N S SOCORRO,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SE,SE,Nossa Senhora do Socorro,Nossa Senhora do Socorro,SE,PRIVADA,FEDERAL
23003,INSTITUTO TECNOLOGICO AVANCADO - UNIQUE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Goiânia,,GO,PRIVADA,FEDERAL
2301,FACULDADE FIDELIS - FF,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,PR,PR,Curitiba,Curitiba,PR,PRIVADA,FEDERAL
23012,FACULDADE LIBER DE PORANGATU - FACLIBER,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,GO,GO,Porangatu,Porangatu,GO,PRIVADA,FEDERAL
23013,FACULDADE IBBER - IBBER,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RS,,Santa Cruz do Sul,,RS,PRIVADA,FEDERAL
2302,FACULDADE PORTO SEGURO - FAPS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,ES,ES,Iúna,Iúna,ES,PRIVADA,FEDERAL
23020,FACULDADE INPAES - IPES,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
23021,FACULDADES INTEGRADAS DE GARANHUNS - FACIGA,FACULDADE,FEDERAL,PÚBLICA MUNICIPAL,,PE,,Garanhuns,,PE,PÚBLICA,FEDERAL
23022,FACULDADE CETRUS SANAR - CETRUS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
23023,FACULDADE TECNOLOGICA ANTHROPOS - FATAN,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,CE,CE,Tianguá,Tianguá,CE,PRIVADA,FEDERAL
23024,FACULDADE DE ENSINO SUPERIOR DA PARAIBA - FAESP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PB,,Campina Grande,,PB,PRIVADA,FEDERAL
23025,FACULDADE DE ENSINO SUPERIOR BRASILEIRA - FACULDADE FEBRAS - FEBRAS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,ES,ES,Vila Velha,Vila Velha,ES,PRIVADA,FEDERAL
23026,ESCOLA DE SARGENTOS DE LOGISTICA - ESSLOG,FACULDADE,MUNICIPAL,PÚBLICA FEDERAL,ATIVA,RJ,RJ,Rio de Janeiro,Rio de Janeiro,RJ,PÚBLICA,MUNICIPAL
23028,ESCOLA DE SARGENTOS DAS ARMAS - ESA,FACULDADE,MUNICIPAL,PÚBLICA FEDERAL,ATIVA,MG,MG,Três Corações,Três Corações,MG,PÚBLICA,MUNICIPAL
23029,FACULDADE EDUCACIONAL DO VALE DO PAJEU - FVP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PE,,São José do Egito,,PE,PRIVADA,FEDERAL
2303,FACULDADE CIMO - FAC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,MG,MG,Belo Horizonte,Belo Horizonte,MG,PRIVADA,FEDERAL
23030,FACULDADE COGNITIVO - COGNITIVO,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SC,SC,Florianópolis,Florianópolis,SC,PRIVADA,FEDERAL
23031,FACULDADE FELUMA - FELUMA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Confins,,MG,PRIVADA,FEDERAL
23033,UNITREINA CENTRO DE CURSOS ACADEMICOS E POS GRADUACAO - UNICP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,BA,,Salvador,,BA,PRIVADA,FEDERAL
23038,FACULDADE DE EDUCACAO E TECNOLOGIA DO ESPIRITO SANTO - FETES,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,ES,ES,Serra,Serra,ES,PRIVADA,FEDERAL
23039,FACULDADE CEDIC - FACEDIC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Franco da Rocha,,SP,PRIVADA,FEDERAL
2304,INSTITUTO DE ENSINO SUPERIOR DA FUNLEC DE BONITO - IESF,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MS,MS,Bonito,Bonito,MS,PRIVADA,FEDERAL
23040,FACULDADE ENSINO MAIS - FEMAIS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
23041,FACULDADE SAO BENTO -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,AL,,Maceió,,AL,PRIVADA,FEDERAL
23044,FACULDADE WYDEN - BOTUCATU - WYDEN BOTUCATU,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Botucatu,,SP,PRIVADA,FEDERAL
23045,FACULDADE WYDEN - LIMEIRA - WYDEN LIMEIRA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Limeira,,SP,PRIVADA,FEDERAL
23046,FACULDADE WYDEN - PONTA GROSSA - WYDEN PONTA G,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Ponta Grossa,,PR,PRIVADA,FEDERAL
23047,FACULDADE WYDEN - RIO VERDE - WYDEN RIO VERDE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Rio Verde,,GO,PRIVADA,FEDERAL
23048,FACULDADES INTEGRADAS DE TECNOLOGIA E CIENCIA - FITEC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Uruaçu,,GO,PRIVADA,FEDERAL
23049,FACULDADE DE EDUCACAO E TECNOLOGIA DO SUDESTE - FASUD,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
23050,FACULDADE BENTO QUIRINO - FACBQ,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,Campinas,,SP,PRIVADA,FEDERAL
23051,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE VOLTA REDONDA - UNIVERITAS VR,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RJ,,Volta Redonda,,RJ,PRIVADA,FEDERAL
23052,FACULDADE UNINASSAU PAULO AFONSO - UNINASSAU PA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,BA,,Paulo Afonso,,BA,PRIVADA,FEDERAL
23053,FACULDADE UNINASSAU SERRA TALHADA - UNINASSAU SERRA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PE,,Serra Talhada,,PE,PRIVADA,FEDERAL
23054,FACULDADE UNIVERITAS UNIVERSUS VERITAS CAXIAS DO SUL - UNIVERITAS CS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RS,,Caxias do Sul,,RS,PRIVADA,FEDERAL
23055,FACULDADE UNIVERITAS UNIVERSUS VERITAS CONTAGEM - UNIVERITAS CONT,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Contagem,,MG,PRIVADA,FEDERAL
23056,FACULDADE UNIVERITAS UNIVERSUS VERITAS MONTES CLAROS - UNIVERITAS MC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Montes Claros,,MG,PRIVADA,FEDERAL
23058,FACULDADE UNIVERITAS UNIVERSUS VERITAS NOVA IGUACU - UNIVERITAS NI,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RJ,,Nova Iguaçu,,RJ,PRIVADA,FEDERAL
23059,FACULDADE UNINASSAU ITABUNA - UNINASSAU ITAB,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,BA,,Itabuna,,BA,PRIVADA,FEDERAL
23061,FACULDADE UNIVERITAS UNIVERSUS VERITAS NITEROI - UNIVERITAS NIT,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RJ,,Niterói,,RJ,PRIVADA,FEDERAL
23062,FACULDADE EDUCACIONAL MILLENIUM EAD - FAMIL,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,CE,,Fortaleza,,CE,PRIVADA,FEDERAL
23063,FACULDADE UNIVERITAS UNIVERSUS VERITAS DUQUE DE CAXIAS - UNIVERITAS DC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RJ,,Duque de Caxias,,RJ,PRIVADA,FEDERAL
23064,FACULDADE UNIVERITAS UNIVERSUS VERITAS BLUMENAU - UNIVERITAS BLU,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SC,,Blumenau,,SC,PRIVADA,FEDERAL
23065,FACULDADE UNIVERITAS UNIVERSUS VERITAS PONTA GROSSA - UNIVERITAS PG,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Ponta Grossa,,PR,PRIVADA,FEDERAL
23066,FACULDADE METROPOLITANA DE DIAS D'AVILA - FACD'AVILA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,BA,BA,Dias d´Ávila,Dias d´Ávila,BA,PRIVADA,FEDERAL
23067,ISES FACULDADES DE SINOP - ISES FACULDADES,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MT,,Sinop,,MT,PRIVADA,FEDERAL
23068,FACULDADE UNIVERITAS UNIVERSUS VERITAS LONDRINA - UNIVERITAS LOND,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,PR,,Londrina,,PR,PRIVADA,FEDERAL
23069,FACULDADE UNIVERITAS UNIVERSUS VERITAS FLORIANOPOLIS - UNIVERITAS FLO,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SC,,Florianópolis,,SC,PRIVADA,FEDERAL
2307,INSTITUTO SUPERIOR DE EDUCACAO DE ITABIRA - ISEI,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MG,MG,Itabira,Itabira,MG,PRIVADA,FEDERAL
23070,FACULDADE UNIVERITAS UNIVERSUS VERITAS DIVINOPOLIS - UNIVERITAS DIV,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Divinópolis,,MG,PRIVADA,FEDERAL
23071,FACULDADE UNIVERITAS UNIVERSUS VERITAS JUIZ DE FORA - UNIVERITAS JF,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Juiz de Fora,,MG,PRIVADA,FEDERAL
23072,FACULDADE UNIVERITAS UNIVERSUS VERITAS PELOTAS - UNIVERITAS PEL,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RS,,Pelotas,,RS,PRIVADA,FEDERAL
23073,FACULDADE UNIVERITAS UNIVERSUS VERITAS CAMPOS DOS GOYTACAZES - UNIVERITAS CDG,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RJ,,Campos dos Goytacazes,,RJ,PRIVADA,FEDERAL
23074,FACULDADE UNIVERITAS UNIVERSUS VERITAS BETIM - UNIVERITASBETIM,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Betim,,MG,PRIVADA,FEDERAL
23076,FACUKDADE FIC - FFIC,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,DF,,Brasília,,DF,PRIVADA,FEDERAL
23077,FACULDADE FIC - FFIC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,DF,,Brasília,,DF,PRIVADA,FEDERAL
23078,FACULDADE WYDEN - MONTES CLAROS - WYDEN MONTES C,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Montes Claros,,MG,PRIVADA,FEDERAL
23079,FACULDADE WYDEN - BOA VISTA - WYDEN BOA VISTA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RR,,Boa Vista,,RR,PRIVADA,FEDERAL
2308,FACULDADE GEREMARIO DANTAS - SFNSC,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,RJ,RJ,Rio de Janeiro,Rio de Janeiro,RJ,PRIVADA,FEDERAL
23080,FACULDADE WYDEN - SAO JOSE DOS CAMPOS - WYDEN SAO JOSE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São José dos Campos,,SP,PRIVADA,FEDERAL
23081,FACULDADE WYDEN - SINOP - WYDEN SINOP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MT,,Sinop,,MT,PRIVADA,FEDERAL
23082,FACULDADE FAESDE - FAESDE-FIAR,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RO,,Ariquemes,,RO,PRIVADA,FEDERAL
23083,FACULDADE DE CIENCIAS E EMPREENDEDORISMO DE SIMOES FILHOS - FACEMP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,BA,,Simões Filho,,BA,PRIVADA,FEDERAL
23084,FACULDADE DE ENGENHARIA UNOPAR DE TOLEDO -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Toledo,,PR,PRIVADA,FEDERAL
23085,FACULDADE WYDEN - GUARATINGUETA - WYDEN GUARATING,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Guaratinguetá,,SP,PRIVADA,FEDERAL
23086,FACULDADE WYDEN - PALMAS - WYDEN PALMAS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,TO,,Palmas,,TO,PRIVADA,FEDERAL
