id_ies,nome_ies,organizacao_academica,sistema_de_ensino,categoria_administrativa,situacao_da_ies,UF_PROCESSO,UF_CADASTRO,municipio_processo,municipio_cadastro,uf,PUBLICA_PRIVADA,AMBITO_ADMINISTRATIVO
14520,FACULDADE DE TECNOLOGIA TESTE DE SAMAMBAIA - FACTECS,FACULDADE,FEDERAL,,,DF,,Brasília,,DF,PRIVADA,FEDERAL
14526,FACULDADE EDUCACIONAL MODELO - FACEM,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PA,,Ourilândia do Norte,,PA,PRIVADA,FEDERAL
1453,FACULDADE LOGOS INTERNACIONAL - FALI,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,PR,PR,Sarandi,Sarandi,PR,PRIVADA,FEDERAL
14530,INSTITUTO CRISTAO DE ENSINO - UNICRISTA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,Mauá,,SP,PRIVADA,FEDERAL
14535,FACULDADE SABER DE BRASILIA - F.S.B,FACULDADE,FEDERAL,,,DF,,Brasília,,DF,PRIVADA,FEDERAL
1454,"FACULDADE DE ADMINISTRACAO, SAUDE E TECNOLOGIA - FAST",FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PE,PE,Recife,Recife,PE,PRIVADA,FEDERAL
1455,FACULDADE SANTISSIMO SACRAMENTO - FSSS,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,BA,BA,Alagoinhas,Alagoinhas,BA,PRIVADA,FEDERAL
1456,FACULDADE ANHANGUERA DE SERTAOZINHO -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Sertãozinho,Sertãozinho,SP,PRIVADA,FEDERAL
14563,INSTITUTO DE ENSINO SUPERIOR DO ESTADO DO PARA - IESPA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,PA,,Bragança,,PA,PRIVADA,FEDERAL
1457,FACULDADE ESTACIO DE COTIA - ESTACIO COTIA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,SP,SP,Cotia,Cotia,SP,PRIVADA,FEDERAL
14579,FACULDADE IEPROL - FACIEPROL,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,BA,,Itabuna,,BA,PRIVADA,FEDERAL
14584,UNIAO DE ENSINO DE FEIRA DE SANTANA LTDA. - UNIEFS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,BA,,Feira de Santana,,BA,PRIVADA,FEDERAL
1459,CENTRO UNIVERSITARIO MARIO PALMERIO - UNIFUCAMP,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,MG,MG,Monte Carmelo,Monte Carmelo,MG,PRIVADA,FEDERAL
146,CENTRO UNIVERSITARIO DE RIO PRETO - UNIRP,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,São José do Rio Preto,São José do Rio Preto,SP,PRIVADA,FEDERAL
14609,FACULDADE DE TECNOLOGIA SENAI CONDE JOSE VICENTE DE AZEVEDO -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
1461,CENTRO UNIVERSITARIO ZARNS - SALVADOR - ZARNS SALVADOR,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,BA,BA,Salvador,Salvador,BA,PRIVADA,FEDERAL
1462,INSTITUTO PARAIBANO DE ENSINO RENOVADO - INPER,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PB,PB,João Pessoa,João Pessoa,PB,PRIVADA,FEDERAL
14622,,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SE,SE,Tobias Barreto,Tobias Barreto,SE,PRIVADA,FEDERAL
14623,CENTRO DE FORMACAO DA CAMARA DOS DEPUTADOS - POS-GRADUACAO - CEFOR - COPOS,FACULDADE,FEDERAL,PÚBLICA FEDERAL,,DF,,Brasília,,DF,PÚBLICA,FEDERAL
14627,FACULDADE DE ADMINISTRACAO E CONTABILIDADE - FAC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SE,,Nossa Senhora das Dores,,SE,PRIVADA,FEDERAL
1463,FACULDADE DE BARUERI - FCGB,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,SP,SP,Barueri,Barueri,SP,PRIVADA,FEDERAL
14635,UNIDADE DE ENSINO SUPERIOR E TECNOLOGICA DE JARAGUA - UNIGENIUS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Jaraguá,,GO,PRIVADA,FEDERAL
1464,FACULDADE DE CIENCIAS E TECNOLOGIA PAULISTANA - FACITEP,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
14640,"FACULDADE DE TECNOLOGIA, CIENCIAS E EDUCACAO SANTA BARBARA - FATECE SB",FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Santa Bárbara d´Oeste,,SP,PRIVADA,FEDERAL
14643,FACULDADE JD THOME - JDT,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RS,,Passo Fundo,,RS,PRIVADA,FEDERAL
14647,FACULDADE AUPEX - FAPEX,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SC,,Joinville,,SC,PRIVADA,FEDERAL
1465,FACULDADE DE RIBEIRAO PRETO - AFARP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Ribeirão Preto,Ribeirão Preto,SP,PRIVADA,FEDERAL
14653,FACULDADE DE JARAGUA -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Jaraguá,,GO,PRIVADA,FEDERAL
14658,FACULDADE DE EDUCACAO SAO BRAZ - FAL,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Curitiba,,PR,PRIVADA,FEDERAL
14664,CENTRO DE APOIO AO ENSINO E PESQUISA EM PEDIATRIA - CAEPP,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
1467,FACULDADE CENECISTA DE VILA VELHA - FACEVV,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,ES,ES,Vila Velha,Vila Velha,ES,PRIVADA,FEDERAL
14670,UNIDADE RAVEL DE ENSINO SUPERIOR DO PARANA - UNIRAVEL,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Maringá,,PR,PRIVADA,FEDERAL
14671,UNIDADE RAVEL DE ENSINO SUPERIOR DO PARANA - UNIRAVEL,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Maringá,,PR,PRIVADA,FEDERAL
14674,FACULDADE CRISTA DO BRASIL - CRISTA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Crixás,,GO,PRIVADA,FEDERAL
1468,FACULDADE ESAMC UBERLANDIA - ESAMC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,MG,MG,Uberlândia,Uberlândia,MG,PRIVADA,FEDERAL
14681,FACULDADE INED DE JUNDIAI - INED,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Jundiaí,,SP,PRIVADA,FEDERAL
1469,CENTRO UNIVERSITARIO CESUSC - UNICESUSC,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SC,SC,Florianópolis,Florianópolis,SC,PRIVADA,FEDERAL
1470,FACULDADE CAMOES - IESC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Curitiba,,PR,PRIVADA,FEDERAL
14706,FACULDADE ATENEU - FATE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,ES,,Vila Velha,,ES,PRIVADA,FEDERAL
14707,FACULDADE DE ODONTOLOGIA E CIENCIAS DA SAUDE - FOCS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Ipatinga,,MG,PRIVADA,FEDERAL
14715,CENTRO UNIVERSITARIO PIAGET - UNIPIAGET,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SP,SP,Suzano,Suzano,SP,PRIVADA,FEDERAL
14717,CENTRO UNIVERSITARIO MAURICIO DE NASSAU DE CARUARU - UNINASSAU CARUARU,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PE,PE,Caruaru,Caruaru,PE,PRIVADA,FEDERAL
14718,FACULDADE ABRANGES - FAAB,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PR,PR,Cambé,Cambé,PR,PRIVADA,FEDERAL
14719,"FAC. DE CIEN. SOC., ADMIN., CONTAB. E EDUC. DE MONTE SIAO - FACAM",FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Monte Sião,,MG,PRIVADA,FEDERAL
1472,CENTRO UNIVERSITARIO LEONARDO DA VINCI - UNIASSELVI,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SC,SC,Guaramirim,Guaramirim,SC,PRIVADA,FEDERAL
14723,FACULDADE DE CIENCIAS MEDICAS - FACIMED,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,BA,,Santa Cruz Cabrália,,BA,PRIVADA,FEDERAL
14724,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PARANA - IFPR","INSTITUIÇÃO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",FEDERAL,PÚBLICA FEDERAL,ATIVA,PR,PR,Palmas,Palmas,PR,PÚBLICA,FEDERAL
14727,FACULDADE PROGRESSO - FAP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Guarulhos,Guarulhos,SP,PRIVADA,FEDERAL
14728,FACULDADE BERNARDO SAYAO - FBS,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,GO,,Itapaci,,GO,PRIVADA,FEDERAL
14729,POS-DOC POSGRADUACAO LATU SENSU - POS-DOC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PI,,Teresina,,PI,PRIVADA,FEDERAL
14735,DANIEL BATISTOTE VILELA -,FACULDADE,ESTADUAL,PÚBLICA MUNICIPAL,,MS,,Campo Grande,,MS,PÚBLICA,ESTADUAL
14738,"FACULDADE FELUMA - SAUDE, TECNOLOGIA E CIENCIA - FELUMA",FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MG,MG,Lagoa Santa,Lagoa Santa,MG,PRIVADA,FEDERAL
14739,FACULDADES INTEGRADAS TECNOLOGICA DE SAO CARLOS - FITESC,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,São Carlos,,SP,PRIVADA,FEDERAL
1474,FACULDADE DE EDUCACAO DE ATIBAIA - FAAT,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Atibaia,,SP,PRIVADA,FEDERAL
14753,FACULDADE INTEGRADA EXCELSIOR - FIEX - FIEX,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,CE,,Fortaleza,,CE,PRIVADA,FEDERAL
14759,FACULDADE PALMEIRAS DE GOIAS -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Palmeiras de Goiás,,GO,PRIVADA,FEDERAL
1476,"FACULDADE DE COMUNICACAO E DESIGN ""OSWALDO CRUZ"" -",FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
14762,FACULDADE EVANGELICA BATISTA CENTRAL - FABAC - FABAC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,DF,,Brasília,,DF,PRIVADA,FEDERAL
1477,FACULDADE ERICH FROMM - FACEF,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,DF,DF,Brasília,Brasília,DF,PRIVADA,FEDERAL
14772,FACULDADE BATISTA CENTRAL - BATISTA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,DF,,Brasília,,DF,PRIVADA,FEDERAL
14776,UNIMARCO - UNIMARCO,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,Paulínia,,SP,PRIVADA,FEDERAL
1478,FACULDADE ANHANGUERA DE SAO BERNARDO -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,São Bernardo do Campo,São Bernardo do Campo,SP,PRIVADA,FEDERAL
14782,FACULDADE DE TECNOLOGIA SENAI CASCAVEL -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,PR,PR,Cascavel,Cascavel,PR,PRIVADA,FEDERAL
14783,FACULDADE DE TECNOLOGIA SENAI TOLEDO -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,PR,PR,Toledo,Toledo,PR,PRIVADA,FEDERAL
14784,FACULDADE DE TECNOLOGIA SENAI CURITIBA -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,PR,PR,Curitiba,Curitiba,PR,PRIVADA,FEDERAL
14785,FACULDADE DE TECNOLOGIA SENAI MARINGA -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,PR,PR,Maringá,Maringá,PR,PRIVADA,FEDERAL
14786,FACULDADE DE TECNOLOGIA SENAI LONDRINA -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,PR,PR,Londrina,Londrina,PR,PRIVADA,FEDERAL
1479,FACULDADES INTEGRADAS TIBIRICA - FATI,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
1484,CENTRO UNIVERSITARIO IBMEC BH -,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,MG,MG,Belo Horizonte,Belo Horizonte,MG,PRIVADA,FEDERAL
14857,FACULDADE PROATIVA DO PARA - APPA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,PA,,Belém,,PA,PRIVADA,FEDERAL
14858,FACULDADE DE TECNOLOGIA FRANCISCO MORATO - FFRAMO,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Francisco Morato,Francisco Morato,SP,PRIVADA,FEDERAL
1486,CENTRO UNIVERSITARIO ESTACIO DE VITORIA - FESV,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,ES,ES,Vitória,Vitória,ES,PRIVADA,FEDERAL
14860,FACULDADE UNIVERSUN NOCOES & SABERES - FUNOS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,RS,RS,Igrejinha,Igrejinha,RS,PRIVADA,FEDERAL
14861,FACULDADE TESTE NOVO DECRETO EAD - MEC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,DF,,Brasília,,DF,PRIVADA,FEDERAL
14863,FACULDADE BISPO RODRIGUES - FBR,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MA,,Itapecuru Mirim,,MA,PRIVADA,FEDERAL
14865,FACULDADE CENECISTA DE SENHOR DO BONFIM - FACESB,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,BA,,Senhor do Bonfim,,BA,PRIVADA,FEDERAL
14867,FACULDADE PADRE CICERO - FAPAC,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,CE,,Juazeiro do Norte,,CE,PRIVADA,FEDERAL
14868,INSTITUTO SAO PAULO E FORMACAO E ESPECIALIZACAO - UNISAOPAULO,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
14869,FACULDADE FAIPE -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,MT,MT,Cuiabá,Cuiabá,MT,PRIVADA,FEDERAL
1487,CENTRO UNIVERSITARIO UNIDOM - BOSCO - UNIDOM - BOSCO,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PR,PR,Curitiba,Curitiba,PR,PRIVADA,FEDERAL
14870,FACULDADE FIA DE ADMINISTRACAO E NEGOCIOS - FIA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
14872,FACULDADE DE FILOSOFIA CIENCIAS E LETRAS - FUNFAFI,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PA,,Portel,,PA,PRIVADA,FEDERAL
14873,FACULDADE DO INTERIOR PAULISTA DE TANABI - FAIP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Tanabi,,SP,PRIVADA,FEDERAL
14875,FACULDADE EVANGELICA DE MARINGA - FEM,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Maringá,,PR,PRIVADA,FEDERAL
14876,FACULDADE DE TECNOLOGIA DO SENAI - ES - FATEC - ES,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,ES,,Vitória,,ES,PRIVADA,FEDERAL
14877,FACULDADES INTEGRADAS ELITH - FACLITH,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Formosa,,GO,PRIVADA,FEDERAL
14878,TREVISAN ESCOLA SUPERIOR DE NEGOCIOS- - TEN,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,SP,SP,Ribeirão Bonito,Ribeirão Bonito,SP,PRIVADA,FEDERAL
14879,FACULDADE DOURADO - FD,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
1488,FACULDADE LUSOFONA DO RIO DE JANEIRO - FL-RJ,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,RJ,RJ,São Gonçalo,São Gonçalo,RJ,PRIVADA,FEDERAL
14880,IESFATO - IESFATO,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Teófilo Otoni,,MG,PRIVADA,FEDERAL
14881,FACULDADE DE PATROCINIO - FAP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Patrocínio,,MG,PRIVADA,FEDERAL
14882,FACULDADE HORIZONTE - FACHORIZONTE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,DF,DF,Brasília,Brasília,DF,PRIVADA,FEDERAL
14883,FALCUDADE HAMILTON - HAM,FACULDADE,FEDERAL,,,DF,,Brasília,,DF,PRIVADA,FEDERAL
14884,FACULDADE J&M - J&M,FACULDADE,FEDERAL,,,DF,,Brasília,,DF,PRIVADA,FEDERAL
1489,FACULDADE DE SELVIRIA - FAS,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MS,MS,Selvíria,Selvíria,MS,PRIVADA,FEDERAL
14890,FACULDADE PRAIA GRANDE - FPG,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Praia Grande,Praia Grande,SP,PRIVADA,FEDERAL
14891,CERVANTES FACULDADE POLITECNICA DE RIBEIRAO PRETO - CERVANTES,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Ribeirão Preto,,SP,PRIVADA,FEDERAL
14892,FACULDADE DE CIENCIAS DA SAUDE DE BARRETOS DR. PAULO PRATA - FCSB,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Barretos,Barretos,SP,PRIVADA,FEDERAL
14894,CENTRO DE ENSINO SUPERIOR DA AMAZONIA - CENEST,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,AM,,Manaus,,AM,PRIVADA,FEDERAL
14895,JC CURSO DE INFORMATICA - JC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Cubatão,,SP,PRIVADA,FEDERAL
14896,FACULDADE DE TECNOLOGIA BSG-U DE RONDONIA - FTBSG-U,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RO,,Vilhena,,RO,PRIVADA,FEDERAL
14898,FACULDADE GRAHAM BELL - FGB,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RJ,,Rio de Janeiro,,RJ,PRIVADA,FEDERAL
149,FACULDADE DE MEDICINA DE SAO JOSE DO RIO PRETO - FAMERP,FACULDADE,ESTADUAL,PÚBLICA ESTADUAL,ATIVA,SP,SP,São José do Rio Preto,São José do Rio Preto,SP,PÚBLICA,ESTADUAL
1490,CENTRO UNIVERSITARIO DE JAGUARIUNA - FAJ,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Jaguariúna,Jaguariúna,SP,PRIVADA,FEDERAL
14900,FACULDADE INTEGRADA DE CARAJAS - FIC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PA,,Redenção,,PA,PRIVADA,FEDERAL
14901,FACULDADE INTEGRADA CARAJAS - FIC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PA,PA,Redenção,Redenção,PA,PRIVADA,FEDERAL
14905,INSTITUTO NACIONAL DE EDUCACAO A DISTANCIA - INED,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
1491,CENTRO UNIVERSITARIO INTERNACIONAL - UNINTER,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Americana,Americana,SP,PRIVADA,FEDERAL
14910,UNIA£O DE ENSINO TEODORO - UNITE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,ES,,Mantenópolis,,ES,PRIVADA,FEDERAL
14911,FACULDADE ANA NERY - FAN,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Lençóis Paulista,,SP,PRIVADA,FEDERAL
14912,FACULDADE ADRIANA - FAR,FACULDADE,FEDERAL,,,DF,,Brasília,,DF,PRIVADA,FEDERAL
14914,FACULDADE TEOLOGICA EVANGELICA DO RIO DE JANEIRO - FATERJ,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,RJ,RJ,Rio de Janeiro,Rio de Janeiro,RJ,PRIVADA,FEDERAL
14917,GUICHARD ENSINO - FACULDADES INTEGRADAS - GFAC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RS,,Porto Alegre,,RS,PRIVADA,FEDERAL
1492,,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,MG,MG,Uberlândia,Uberlândia,MG,PRIVADA,FEDERAL
14921,LUCINEIDE NAZARENO MOTA - FAESPA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PA,,Parauapebas,,PA,PRIVADA,FEDERAL
14923,FACULDADE KELLY - FK,FACULDADE,FEDERAL,,,PA,,Brejo Grande do Araguaia,,PA,PRIVADA,FEDERAL
14926,FACULDADES BRASIL SUL - FABRASUL-FBS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Curitiba,,PR,PRIVADA,FEDERAL
14927,FACULDADE UNICA DE FORMACAO E ENSINO - FUNIFE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,ES,ES,São Gabriel da Palha,São Gabriel da Palha,ES,PRIVADA,FEDERAL
14928,FACULDADE PAUL SABATIER - FPS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,AL,,Maceió,,AL,PRIVADA,FEDERAL
14929,FACULDADE DE EDUCACAO SUPERIOR DO PARA - FAESPA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PA,,Parauapebas,,PA,PRIVADA,FEDERAL
1493,CENTRO UNIVERSITARIO ALVES FARIA - ALFA,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,GO,GO,Goiânia,Goiânia,GO,PRIVADA,FEDERAL
14934,ESCOLA SUPERIOR DE NOTARIOS E REGISTRADORES - ESNOR,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Belo Horizonte,,MG,PRIVADA,FEDERAL
14938,FACULDADE EVANGELICA DE ENSINO SUPERIOR DO BRASIL - FAESB,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,RR,,Boa Vista,,RR,PRIVADA,FEDERAL
1494,CENTRO UNIVERSITARIO SALESIANO - UNISALES,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,ES,ES,Vitória,Vitória,ES,PRIVADA,FEDERAL
14941,INSTITUTO DE EDUCACAO SOLIDARIA - ISOL,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
14943,FACULDADE DE IBATIBA - FACIB,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,ES,,Ibatiba,,ES,PRIVADA,FEDERAL
14947,FACULDADE DE CIENCIAS DO TOCANTINS - FACIT,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,TO,TO,Araguaína,Araguaína,TO,PRIVADA,FEDERAL
14948,FACULDADE CONFEPI -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SC,,Navegantes,,SC,PRIVADA,FEDERAL
14950,INSTITUTO CEFAC - ESPECIALIZACAO EM FONOAUDIOLOGIA E EDUCACA - CEFAC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
14951,CENTRO UNIVERSITARIO FEITEP - UNIFEITEP,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PR,PR,Maringá,Maringá,PR,PRIVADA,FEDERAL
14959,FACULDADE ASA DE CONTAGEM - FAC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Contagem,,MG,PRIVADA,FEDERAL
1496,FACULDADE ESTACIO DE SA DE VILA VELHA - FESVV,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,ES,ES,Vila Velha,Vila Velha,ES,PRIVADA,FEDERAL
14960,MANTIDA TESTE - MTESTE,FACULDADE,FEDERAL,,,RS,,Santa Maria,,RS,PRIVADA,FEDERAL
14961,FACULDADE DE TECNOLOGIA EM SAUDE - IAHCS - FATESA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,RS,RS,Porto Alegre,Porto Alegre,RS,PRIVADA,FEDERAL
